SNo_x,District,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,Year,SNo_y,financial_metric_1,financial_metric_2,financial_metric_3,financial_metric_4,financial_metric_5,financial_metric_6,financial_metric_7,financial_metric_8,financial_metric_9,financial_metric_10,financial_metric_11,financial_metric_12,financial_metric_13,financial_metric_14,financial_metric_15,financial_metric_16,financial_metric_17,financial_metric_18,financial_metric_19,financial_metric_20,financial_metric_21,financial_metric_22,financial_metric_23,financial_metric_24,financial_metric_25,financial_metric_26,financial_metric_27,financial_metric_28
40.0,KANNAUJ,22764,176628,14430,318736,5035,176345,4297,192930,3256,182092,4931,315396,2092,157836,4086,365780,3962,396200,1,101,0,0,0,0,0,0,0,0,64854,2282044,2022,58,,-6.15,0.0,0.0,0.0,5748.33,0.0,0.0,0,0.0,0.0,5742.18,0.0,4659.91,103.82,591.61,29.47,332.5,0.0,332.5,5717.31,99.57,24.87,11.26,3.57,5.28,0.09,20.2
41.0,KANPUR DEHAT,23783,186753,16054,361585,6507,229989,5734,259482,4704,262301,4431,287604,2910,219816,5863,526407,3150,315000,0,0,0,0,0,0,0,0,0,0,73136,2648937,2022,33,,-5.74,0.0,0.0,0.0,6407.76,0.0,0.0,0,0.0,0.0,6402.02,0.0,5400.19,149.48,486.05,45.9,311.89,0.0,311.89,6393.51,99.87,8.51,6.77,2.69,47.95,4.14,61.55
42.0,KANPUR NAGAR,18087,123492,9987,221779,3994,140873,3216,145015,2555,141354,3190,205733,1580,119252,3284,295415,2446,244600,1,102,0,0,0,0,0,0,0,0,48340,1637615,2022,59,,-24.22,0.0,0.0,0.0,3843.19,0.0,0.0,0,0.0,0.0,3818.97,0.0,3258.42,65.65,200.99,16.97,289.62,0.0,289.62,3831.64,100.33,-12.68,3.74,0.7,15.5,0.24,20.18
43.0,KASHGANJ,18804,152826,16004,352511,6540,230918,5430,245690,4220,234049,3410,223891,2869,216617,5287,477754,5648,564800,1,101,0,0,0,0,0,0,0,0,68213,2699157,2022,60,,39.43,0.0,0.0,0.0,8164.03,0.0,0.0,0,0.0,0.0,8203.45,0.0,5500.15,261.9,2000.4,73.91,323.57,0.08,323.65,8160.0,99.47,43.45,3.75,6.03,0.15,0.0,9.93
44.0,KAUSHAMBI,16757,147808,12942,298918,4713,167268,4977,223926,4787,269970,3753,244049,3476,261337,5989,531624,5657,565700,0,0,0,0,0,0,0,0,0,0,63051,2710600,2022,12,,-21.24,0.0,0.0,0.0,7866.15,0.0,0.0,0,0.0,0.0,7844.91,0.0,5413.96,95.08,2035.33,32.74,283.65,0.0,283.65,7860.75,100.2,-15.84,90.54,7.67,0.2,0.0,98.41
45.0,KHERI,61947,534264,40533,950767,15050,531158,17207,766867,17994,1011193,15760,1024387,9356,705704,25515,2284076,18570,1857000,10,1047,0,0,0,0,0,0,0,0,221942,9666463,2022,13,,-10.12,0.0,0.0,0.0,23345.14,0.0,0.0,0,0.0,0.0,23335.02,0.0,19584.87,296.47,2270.89,299.72,849.27,0.21,849.48,23301.43,99.86,33.58,41.29,14.44,8.45,1.19,65.37
46.0,KUSHI NAGAR,37342,365757,28517,662636,13238,467810,11647,524743,9249,513312,8221,535679,5430,410026,10838,975127,9731,973100,2,202,0,0,0,0,0,0,0,0,134215,5428392,2022,14,,-21.97,0.0,0.0,0.0,14693.83,0.0,0.0,0,0.0,0.0,14671.86,0.0,10875.65,293.36,2782.37,9.48,699.21,0.29,699.49,14660.35,99.92,11.5,12.12,8.92,8.44,0.0,29.48
47.0,LALITPUR,23345,191309,17194,398275,6833,243297,6569,295622,6018,335235,6109,396817,4136,311861,6843,611659,20468,2046800,3,307,0,0,0,0,0,0,0,0,97518,4831182,2022,15,,-29.96,0.0,0.0,0.0,12235.42,0.0,0.0,0,0.0,0.0,12205.46,0.0,9780.13,203.46,1669.0,191.57,338.06,0.43,338.49,12182.64,99.81,22.82,14.44,4.84,2.32,0.3,21.9
48.0,LUCKNOW,15085,116123,10287,230154,4419,156027,3880,175370,2907,161594,4648,297562,2384,179928,5518,498566,4570,457000,6,611,0,0,0,0,0,0,0,0,53704,2272935,2022,61,,-23.16,0.0,0.0,0.0,6131.25,0.0,0.0,0,0.0,0.0,6108.09,0.0,4640.81,180.56,832.81,84.54,364.11,0.0,364.11,6102.83,99.91,5.25,3.77,2.97,2.97,0.33,10.04
49.0,MAHARAJGANJ,42964,397061,31710,739443,11831,419659,13578,604141,11845,659242,9949,655094,7393,556766,13947,1251444,15387,1538700,0,0,0,0,0,0,0,0,0,0,158604,6821550,2022,34,,-126.8,0.0,0.0,0.0,16809.85,0.0,0.0,0,0.0,0.0,16683.05,0.0,13727.97,218.11,2086.27,14.12,714.55,5.29,719.84,16766.3,100.5,-83.24,18.08,26.22,4.37,0.03,48.7
50.0,MAHOBA,8659,80049,6746,159506,2650,93678,2938,131165,2402,134267,2928,190566,1583,119542,4886,438809,2609,260900,0,0,0,0,0,0,0,0,0,0,35401,1608482,2022,16,,-41.93,0.0,0.0,0.0,4128.98,0.0,0.0,0,0.0,0.0,4087.05,0.0,3268.02,105.11,489.39,58.33,192.89,0.0,192.89,4113.75,100.65,-26.69,12.68,5.71,0.0,0.0,18.39
51.0,MAINPURI,22299,210294,16588,385101,6149,219443,6744,299713,5684,315262,4950,326978,3599,271449,11527,1052589,7256,725600,2,213,0,0,0,0,0,0,0,0,84798,3806642,2022,62,,-13.94,0.0,0.0,0.0,9976.37,0.0,0.0,0,0.0,0.0,9962.43,0.0,7772.23,280.11,1403.57,170.93,325.42,1.14,326.55,9953.4,99.91,9.03,12.02,8.77,2.75,0.14,23.68
52.0,MATHURA,22995,217303,18526,434740,5912,210851,6874,305247,5610,312869,3966,262953,2952,221930,6571,592395,4578,457800,0,0,0,0,0,0,0,0,0,0,77984,3016088,2022,63,,-40.01,0.0,0.0,0.0,9743.16,0.0,0.0,0,0.0,0.0,9703.15,0.0,6067.05,111.51,2903.89,389.69,257.48,0.0,257.48,9729.63,100.27,-26.48,15.13,10.86,60.54,8.47,95.0
53.0,MAU,33238,365074,24243,574964,8940,320558,9081,403036,7370,404899,7882,512325,5027,382114,8990,804761,5330,533000,0,0,0,0,0,0,0,0,0,0,110101,4300731,2022,35,,-60.76,0.0,0.0,0.0,11349.1,0.0,0.0,0,0.0,0.0,11288.34,0.0,8811.05,184.15,1597.53,188.6,557.51,1.87,559.38,11340.72,100.46,-52.38,21.55,2.66,5.47,0.95,30.63
54.0,MEERUT,5464,59322,4024,101726,864,31292,2102,90246,1842,101905,1677,113020,477,36508,2593,232807,1935,193500,0,0,0,0,0,0,0,0,0,0,20978,960326,2022,64,,-15.43,0.0,0.0,0.0,2190.31,0.0,0.0,0,0.0,0.0,2174.88,0.0,1931.34,18.1,204.19,20.96,6.84,0.0,6.84,2181.44,100.3,-6.56,3.08,0.52,1.75,0.15,5.5
55.0,MIRZAPUR,32924,310140,28326,658407,10303,364718,11303,505945,9912,555289,8462,555808,5647,426551,12350,1112438,10732,1073200,14,1427,0,0,0,0,0,0,0,0,129973,5563923,2022,17,,-206.4,0.0,0.0,0.0,17337.83,0.0,0.0,0,0.0,0.0,17131.43,0.0,11324.0,346.75,4625.32,476.11,538.27,0.08,538.35,17310.54,101.05,-179.11,31.09,7.65,0.42,0.02,39.18
56.0,MORADABAD,28279,240591,21917,489561,7497,263427,8060,360413,5858,326228,5629,367480,3416,257931,5829,517969,6228,622800,0,0,0,0,0,0,0,0,0,0,92713,3446400,2022,65,,-22.07,0.0,0.0,0.0,8763.94,0.0,0.0,0,0.0,0.0,8741.86,0.0,6936.54,216.47,1022.85,130.2,434.97,2.6,437.57,8743.64,100.02,-1.77,32.43,13.07,16.26,1.93,63.69
57.0,MUZAFFARNAGAR,7560,66347,6025,135897,2292,81230,2634,118541,1866,103697,1923,124961,1103,83355,2417,218470,2778,277800,1,105,0,0,0,0,0,0,0,0,28599,1210403,2022,66,,-11.83,0.0,0.0,0.0,3090.64,0.0,0.0,0,0.0,0.0,3078.81,0.0,2464.94,63.31,469.14,30.06,48.62,3.9,52.52,3079.98,100.04,-1.17,1.33,0.48,2.79,0.1,4.7
58.0,PILIBHIT,49637,313907,23560,512917,7699,271181,6133,276841,5416,302421,6193,397863,3647,274663,6663,594064,5213,521300,1,105,0,0,0,0,0,0,0,0,114162,3465262,2022,67,,-12.16,0.0,0.0,0.0,10919.12,0.0,0.0,0,0.0,0.0,10906.96,0.0,7062.98,217.19,2818.34,225.37,543.94,0.39,544.33,10868.22,99.64,38.74,14.49,6.23,18.91,1.42,41.05
59.0,PRATAPGARH,29057,340337,35192,865133,8447,305018,16986,744123,19433,1100968,12066,793171,7834,586570,20998,1881092,10562,1056200,1,101,0,0,0,0,0,0,0,0,160576,7672713,2022,18,,-172.33,0.0,0.0,0.0,19408.93,0.0,0.0,0,0.0,0.0,19236.6,0.0,15560.52,161.39,2902.55,182.75,760.35,3.61,763.96,19571.18,101.74,-334.57,50.12,6.54,68.12,2.13,126.91
60.0,PRAYAGRAJ,41425,389315,36269,849610,12207,429693,14344,642690,15091,854540,12934,839276,10395,786093,23880,2143967,9186,918600,1,105,0,0,0,0,0,0,0,0,175732,7853889,2022,68,,-227.24,0.0,0.0,0.0,21198.39,0.0,0.0,0,0.0,0.0,20971.15,0.0,15916.91,297.49,3593.92,443.2,887.52,0.86,888.38,21139.89,100.8,-168.74,32.05,4.98,29.24,3.34,69.61
61.0,RAE BARELI,45127,379848,31834,718742,12952,456037,12571,567020,9669,536913,10695,692177,6172,465852,15630,1404409,7366,736600,2,204,0,0,0,0,0,0,0,0,152018,5957802,2022,19,,-69.14,0.0,0.0,0.0,15631.95,0.0,0.0,0,0.0,0.0,15562.81,0.0,12056.07,361.86,2418.37,43.96,729.54,0.22,729.75,15610.01,100.3,-47.21,4.92,7.12,21.25,0.1,33.39
62.0,RAMPUR,30223,238593,18171,412724,6853,244240,6755,304482,5700,317394,5530,360656,4086,308801,7356,660078,4340,434000,1,102,0,0,0,0,0,0,0,0,89015,3281070,2022,69,,-41.59,0.0,0.0,0.0,11330.86,0.0,0.0,0,0.0,0.0,11289.27,0.0,6651.19,744.67,3162.01,335.32,431.66,0.0,431.66,11324.84,100.32,-35.57,15.16,3.94,7.19,0.43,26.72
63.0,SAHARANPUR,33268,237685,14299,308209,4577,161135,3487,157129,2848,158049,2613,169586,1687,127335,2849,256411,1606,160600,0,0,0,0,0,0,0,0,0,0,67234,1736139,2022,70,,-5.22,0.0,0.0,0.0,4559.2,0.0,0.0,0,0.0,0.0,4553.98,0.0,3557.91,111.53,626.38,7.1,248.76,0.11,248.87,4551.79,99.95,2.19,1.84,1.3,4.31,0.15,7.6
64.0,SAMBHAL,26831,203767,17822,392395,6504,230595,5633,253927,4589,254570,4240,275848,3192,240471,6121,553150,3768,376800,0,0,0,0,0,0,0,0,0,0,78700,2781523,2022,71,,-12.68,0.0,0.0,0.0,6628.37,0.0,0.0,0,0.0,0.0,6615.69,0.0,5629.5,75.97,450.1,28.52,420.65,0.0,420.65,6604.75,99.83,10.94,26.43,3.12,7.11,0.25,36.91
65.0,SANT KABEER NAGAR,26880,324617,36757,853993,11961,418265,16202,718328,13939,783675,9439,618507,7192,540663,11477,1025537,7232,723200,0,0,0,0,0,0,0,0,0,0,141079,6006785,2022,36,,-65.17,0.0,0.0,0.0,18429.58,0.0,0.0,0,0.0,0.0,18364.41,0.0,11753.46,246.74,5312.64,594.25,468.97,0.0,468.97,18376.06,100.06,-11.65,29.6,45.48,21.12,1.69,97.89
66.0,SANT RAVIDAS NAGAR,15094,142551,10090,238152,3459,120737,4365,195718,3634,204428,4076,264929,2166,163604,5957,533358,1858,185800,4,404,0,0,0,0,0,0,0,0,50703,2049681,2022,72,,152.21,0.0,0.0,0.0,5559.22,0.0,0.0,0,0.0,0.0,5711.43,0.0,4187.43,104.19,867.68,76.56,299.6,0.74,300.34,5536.2,96.93,175.23,11.45,3.16,3.82,0.4,18.83
67.0,SHAHJAHANPUR,47807,375888,23229,518480,8830,311979,7698,347683,5815,324535,7889,507257,4323,325896,10298,927324,4881,488100,0,0,0,0,0,0,0,0,0,0,120770,4127142,2022,73,,-47.06,0.0,0.0,0.0,12098.94,0.0,0.0,0,0.0,0.0,12051.89,0.0,8437.28,248.88,2536.74,146.37,713.64,0.0,713.64,12082.92,100.26,-31.03,10.13,3.09,12.54,1.02,26.78
68.0,SHAMLI,2946,30894,2406,60341,669,24267,1367,59671,1042,58087,1140,74591,458,34253,1036,92588,732,73200,0,0,0,0,0,0,0,0,0,0,11796,507892,2022,74,,-29.08,0.0,0.0,0.0,1060.52,0.0,0.0,0,0.0,0.0,1031.44,0.0,1026.82,12.65,5.21,0.0,8.99,0.0,8.99,1053.67,102.15,-22.23,4.01,0.35,1.76,0.0,6.12
69.0,SHRAVASTI,13459,126357,10988,253327,4986,177430,4657,213857,4158,235787,3988,256452,3653,273247,7169,650854,6726,672600,6,654,0,0,0,0,0,0,0,0,59790,2860565,2022,37,,-36.99,0.0,0.0,0.0,6633.68,0.0,0.0,0,0.0,0.0,6596.69,0.0,5848.46,97.02,417.4,15.54,232.59,1.07,233.66,6612.09,100.23,-15.4,1.29,1.56,3.19,0.0,6.04
70.0,SIDDHARTH NAGAR,49911,494471,41108,999329,15425,548877,22446,999246,16140,894895,16089,1060760,8797,666093,18323,1643737,17390,1739000,2,205,0,0,0,0,0,0,0,0,205631,9046613,2022,38,,-47.68,0.0,0.0,0.0,33268.52,0.0,0.0,0,0.0,0.0,33220.85,0.0,18047.34,374.88,12924.24,813.91,885.49,0.0,885.49,33045.87,99.47,174.98,48.91,18.26,14.42,0.2,81.79
71.0,SITAPUR,58319,549466,50691,1196863,20680,734461,26078,1178437,21813,1225541,25406,1641884,14358,1080087,39943,3572833,31493,3149300,26,2637,0,0,0,0,0,0,0,0,288807,14331509,2022,20,,-148.07,0.0,0.0,0.0,39146.9,0.0,0.0,0,0.0,0.0,38998.83,0.0,28885.92,870.32,7532.99,532.57,1236.16,9.82,1245.98,39067.79,100.18,-68.96,132.95,35.36,83.24,4.27,255.82
72.0,SONBHADRA,33610,286958,29675,688942,11910,423002,10896,492328,11102,626542,9236,603339,6697,504806,14154,1280057,11697,1169700,11,1129,0,0,0,0,0,0,0,0,138988,6076803,2022,21,,-172.09,0.0,0.0,0.0,15623.73,0.0,0.0,0,0.0,0.0,15451.63,0.0,12381.03,380.02,2087.69,218.01,530.07,0.0,530.07,15596.82,100.94,-145.18,8.72,3.25,4.97,0.38,17.32
73.0,SULTANPUR,20834,203273,28963,650093,8214,282185,13531,607402,12196,698871,11918,762609,8894,670269,12231,1091522,21952,2195200,24,2452,0,0,0,0,0,0,0,0,138757,7163876,2022,39,,-54.4,0.0,0.0,0.0,19083.17,0.0,0.0,0,0.0,0.0,19028.77,0.0,14149.03,333.54,3928.17,44.04,559.79,1.6,561.38,19016.16,99.93,12.61,111.84,5.41,13.92,0.03,131.2
74.0,UNNAO,27977,243109,20465,473210,9228,324614,9474,427567,7248,403328,11042,706757,5001,378317,11925,1073655,8993,899300,14,1422,0,0,0,0,0,0,0,0,111367,4931279,2022,22,,-28.57,0.0,0.0,0.0,11860.2,0.0,0.0,0,0.0,0.0,11831.63,0.0,10018.48,165.78,932.78,3.13,696.99,0.15,697.14,11817.3,99.88,14.34,21.39,5.05,9.44,0.0,35.88
75.0,VARANASI,22307,183730,14888,332731,5592,196873,4907,221605,4279,239281,3854,251557,2583,194617,5504,494279,2263,226300,0,0,0,0,0,0,0,0,0,0,66177,2340973,2022,75,,21.18,0.0,0.0,0.0,6344.47,0.0,0.0,0,0.0,0.0,6365.65,0.0,4772.67,155.16,915.99,41.73,442.02,0.0,442.02,6327.56,99.4,38.08,8.28,1.76,1.64,0.0,11.68
1.0,AGRA,20162,180255,15888,364308,7640,271002,6829,313580,5631,316636,4179,274683,4608,344150,10355,940913,8085,808500,82,8382,0,0,0,0,0,0,0,0,83459,3822409,2023,40,,-54.18,0.0,0.0,0.0,16477.4,0.0,0.0,0,0.0,0.0,16423.23,0.0,7934.03,379.94,6792.4,785.21,547.82,2.3,550.12,16441.7,100.11,-18.47,14.88,5.79,6.64,0.31,27.62
2.0,ALIGARH,29797,248241,21916,492252,8938,316334,7795,351341,5984,331384,4987,326975,3939,297023,7525,679214,3773,377300,96,9713,0,0,0,0,0,0,0,0,94750,3429777,2023,41,,-43.52,0.0,0.0,0.0,12275.31,0.0,0.0,0,0.0,0.0,12231.78,0.0,7217.15,362.19,4075.47,280.16,282.75,1.71,284.47,12219.44,99.9,12.34,4.73,5.54,16.58,1.31,28.16
3.0,AMBEDKAR NAGAR,27874,279347,25495,591184,9832,349246,10164,454537,8289,461490,6404,420814,5509,414536,12031,1084456,5868,586800,120,12164,0,0,0,0,0,0,0,0,111586,4654574,2023,23,,-111.78,0.0,0.0,0.0,19062.82,0.0,0.0,0,0.0,0.0,18951.05,0.0,9841.75,533.52,7532.45,257.71,703.16,11.32,714.47,18879.9,99.62,71.14,53.95,6.88,27.68,1.39,89.9
4.0,AMETHI,17640,184337,18970,442343,8268,291609,8653,390937,7549,424740,5661,371001,5566,418353,14203,1289362,9271,927100,171,17395,0,0,0,0,0,0,0,0,95952,4757177,2023,42,,-208.23,0.0,0.0,0.0,19372.12,0.0,0.0,0,0.0,0.0,19163.89,0.0,10038.74,744.46,7175.24,393.59,684.98,21.03,706.01,19058.04,99.45,105.85,5.77,7.19,45.24,1.22,59.42
5.0,AMROHA,18194,140944,15466,333146,6992,246402,5750,260847,4846,268399,4479,292591,4306,325203,9122,828062,8841,884100,54,5472,0,0,0,0,0,0,0,0,78050,3585166,2023,43,,-31.63,0.0,0.0,0.0,10512.42,0.0,0.0,0,0.0,0.0,10480.79,0.0,7500.87,261.41,2064.71,220.46,412.32,18.61,430.93,10478.38,99.98,2.42,18.58,2.5,21.95,2.67,45.7
6.0,AURAIYA,12074,120272,9078,213315,3775,134087,4076,181427,3367,186846,2954,194957,2123,160249,6150,560055,1996,199600,21,2122,0,0,0,0,0,0,0,0,45614,1952930,2023,44,,-49.32,0.0,0.0,0.0,8070.53,0.0,0.0,0,0.0,0.0,8021.21,0.0,4209.15,153.3,2896.24,395.03,384.92,0.71,385.63,8039.35,100.23,-18.14,1.49,2.41,11.17,1.21,16.28
7.0,AYODHYA,22567,202023,19257,438705,8870,316118,7984,361098,7036,389868,6105,400321,5363,404852,14921,1370054,5984,598400,113,11575,0,0,0,0,0,0,0,0,98200,4493014,2023,45,,-125.25,0.0,0.0,0.0,16725.92,0.0,0.0,0,0.0,0.0,16600.67,0.0,9693.66,549.44,5473.18,41.27,852.28,25.8,878.08,16635.64,100.21,-34.96,6.01,5.08,41.15,2.48,54.72
8.0,AZAMGARH,43156,449470,36947,892080,15518,556755,15467,692450,13547,750170,10745,707505,8454,638018,19966,1814302,8261,826100,479,48505,0,0,0,0,0,0,0,0,172540,7375355,2023,1,,-42.02,0.0,0.0,0.0,29065.65,0.0,0.0,0,0.0,0.0,29023.63,0.0,15379.18,852.56,10243.52,1145.85,1322.45,17.77,1340.21,28961.32,99.79,62.31,9.68,0.26,6.98,0.66,17.58
9.0,BAGHPAT,770,6765,650,14224,228,8161,167,7568,108,6006,73,4785,56,4247,43,3846,32,3200,0,0,0,0,0,0,0,0,0,0,2127,58802,2023,46,,220.5,0.0,0.0,0.0,153.94,0.0,0.0,0,0.0,0.0,374.45,0.0,129.34,5.96,12.22,0.62,4.69,0.0,4.69,152.83,40.81,221.62,0.12,0.17,0.2,0.0,0.49
10.0,BAHRAICH,27359,288080,29637,712098,12715,452285,15189,678908,13756,769030,11417,755916,9419,709608,28200,2572317,24599,2459900,760,77146,0,0,0,0,0,0,0,0,173051,9475288,2023,24,,-8.17,0.0,0.0,0.0,42318.25,0.0,0.0,0,0.0,0.0,42310.08,0.0,20181.74,1393.08,18631.33,463.95,1366.04,100.99,1467.03,42137.12,99.59,172.96,12.05,15.76,3.77,0.0,31.58
11.0,BALLIA,29202,330696,27713,650324,10959,388487,11989,535124,9393,523562,7302,480840,5868,443028,12774,1155338,7305,730500,100,10110,0,0,0,0,0,0,0,0,122605,5248009,2023,25,,-145.98,0.0,0.0,0.0,17293.65,0.0,0.0,0,0.0,0.0,17147.68,0.0,10972.67,188.21,5028.3,119.07,910.01,14.72,924.73,17232.98,100.5,-85.31,19.38,2.67,10.39,0.01,32.45
12.0,BALRAMPUR,17324,180458,18187,424573,7826,278412,8737,389228,7790,431344,6697,441335,5293,399804,13689,1246171,6618,661800,158,15982,0,0,0,0,0,0,0,0,92319,4469107,2023,26,,-132.33,0.0,0.0,0.0,15745.92,0.0,0.0,0,0.0,0.0,15613.59,0.0,9449.91,308.02,4915.79,261.18,797.65,17.36,815.02,15749.91,100.87,-136.32,9.43,7.04,24.84,0.83,42.14
13.0,BANDA,21282,204321,15399,356198,6310,222570,5812,266047,4649,263418,2957,193060,3229,240277,7363,673127,4841,484100,46,4668,0,0,0,0,0,0,0,0,71888,2907786,2023,2,,-125.48,0.0,0.0,0.0,13845.12,0.0,0.0,0,0.0,0.0,13719.64,0.0,6160.91,291.44,6310.0,591.86,437.79,9.03,446.82,13801.03,100.59,-81.39,2.44,0.51,12.08,0.33,15.36
14.0,BARABANKI,26361,266805,25375,600359,12313,440036,12029,540804,11376,629191,9934,653070,8078,609920,22277,2036507,17125,1712500,738,75178,0,0,0,0,0,0,0,0,145606,7564370,2023,3,,-89.53,0.0,0.0,0.0,32403.5,0.0,0.0,0,0.0,0.0,32313.97,0.0,16065.11,1414.43,12278.13,1511.27,1025.88,49.24,1075.12,32344.06,100.09,-30.09,17.88,4.36,10.42,0.82,33.48
15.0,BAREILLY,35420,291566,27478,619155,10302,364753,9548,429520,7546,418822,6218,408100,4886,368932,10547,952111,5855,585500,93,9439,0,0,0,0,0,0,0,0,117893,4447898,2023,47,,-106.47,0.0,0.0,0.0,15844.28,0.0,0.0,0,0.0,0.0,15737.81,0.0,9408.54,674.27,4255.55,424.76,949.44,23.58,973.03,15736.14,99.99,1.67,4.36,5.48,28.06,1.3,39.2
16.0,BASTI,34315,428873,39046,982729,12668,454665,22819,997650,20716,1151025,17242,1149415,12461,944497,42381,3871632,9886,988600,712,72432,0,0,0,0,0,0,0,0,212246,11041518,2023,27,,-127.89,0.0,0.0,0.0,39125.94,0.0,0.0,0,0.0,0.0,38998.05,0.0,23652.69,1018.08,13313.46,86.87,937.45,19.05,956.5,39027.6,100.08,-29.55,27.1,4.58,228.31,10.41,270.4
17.0,BIJNOR,55513,390468,31183,676194,11741,414216,8547,386706,6516,361045,5221,341266,4254,320610,9693,884606,5381,538100,85,8625,0,0,0,0,0,0,0,0,138134,4321836,2023,48,,-123.02,0.0,0.0,0.0,17115.98,0.0,0.0,0,0.0,0.0,16992.95,0.0,9147.79,772.31,5895.26,647.03,594.6,3.34,597.93,17060.32,100.4,-67.37,11.21,15.97,190.03,22.9,240.11
18.0,BUDAUN,25755,243076,18631,442727,7099,253879,8068,359652,6659,369096,5613,372075,4113,310563,10575,957440,4557,455700,49,5014,0,0,0,0,0,0,0,0,91119,3769222,2023,28,,-128.68,0.0,0.0,0.0,13151.7,0.0,0.0,0,0.0,0.0,13023.01,0.0,7909.76,212.1,3694.93,409.47,839.43,4.11,843.54,13069.8,100.36,-46.78,11.55,4.28,13.53,1.56,30.92
19.0,BULANDSHAHR,10191,86984,6253,137349,1729,61376,1514,67360,1070,59326,669,43773,473,35588,687,61620,462,46200,2,205,0,0,0,0,0,0,0,0,23050,599781,2023,49,,-16.58,0.0,0.0,0.0,2117.89,0.0,0.0,0,0.0,0.0,2101.31,0.0,1239.24,51.6,672.67,77.71,55.14,2.24,57.38,2098.59,99.87,2.72,8.06,1.21,53.86,6.29,69.42
20.0,CHANDAULI,21152,223394,18813,458261,7015,249914,8989,397820,7846,435401,6350,422166,3690,279078,13533,1237701,3330,333000,103,10443,0,0,0,0,0,0,0,0,90821,4047178,2023,4,,-81.95,0.0,0.0,0.0,15454.83,0.0,0.0,0,0.0,0.0,15372.88,0.0,8510.88,422.08,5622.01,183.73,640.97,19.98,660.96,15399.66,100.17,-26.78,9.2,5.38,33.36,2.78,50.72
21.0,CHITRAKOOT,14777,135323,11363,265424,4621,163565,5023,224742,4088,226968,3455,228117,2618,197254,6805,616507,4092,409200,70,7150,0,0,0,0,0,0,0,0,56912,2474250,2023,5,,-63.75,0.0,0.0,0.0,11867.46,0.0,0.0,0,0.0,0.0,11803.71,0.0,5254.28,154.07,5247.15,654.0,465.81,43.01,508.82,11818.32,100.12,-14.61,4.9,1.76,3.57,0.23,10.46
22.0,DEORIA,17329,191863,20148,486926,8291,302408,8293,370496,8198,451144,6659,439047,5186,392895,10289,924233,7909,790900,159,16254,0,0,0,0,0,0,0,0,92461,4366166,2023,50,,47.33,0.0,0.0,0.0,18664.31,0.0,0.0,0,0.0,0.0,18711.64,0.0,9288.48,328.18,7749.65,341.78,880.63,19.02,899.65,18607.74,99.44,103.9,22.63,4.96,4.19,0.05,31.83
23.0,ETAH,11620,114352,11347,266257,5396,192267,5511,248815,4435,245582,4115,270447,3462,261787,8712,793713,4184,418400,255,25874,0,0,0,0,0,0,0,0,59037,2837494,2023,29,,-81.75,0.0,0.0,0.0,12535.92,0.0,0.0,0,0.0,0.0,12454.17,0.0,6029.19,341.59,5236.63,433.96,438.31,12.93,451.24,12492.62,100.31,-38.45,15.56,2.75,24.49,2.68,45.48
24.0,ETAWAH,14812,140053,12694,286992,6132,217035,5022,229797,4321,242659,3132,205741,3046,228497,6895,626698,5252,525200,47,4798,0,0,0,0,0,0,0,0,61353,2707470,2023,51,,-37.37,0.0,0.0,0.0,10451.42,0.0,0.0,0,0.0,0.0,10414.05,0.0,5760.38,204.49,3827.16,81.82,433.63,16.75,450.38,10324.23,99.14,89.82,2.77,3.64,8.73,0.34,15.48
25.0,FARRUKHABAD,10227,87200,10773,230841,5229,179914,4708,214408,3186,177551,3501,227165,3255,247928,8526,787561,5049,504900,63,6379,0,0,0,0,0,0,0,0,54517,2663847,2023,30,,-66.04,0.0,0.0,0.0,10004.72,0.0,0.0,0,0.0,0.0,9938.68,0.0,5668.27,268.66,3070.97,404.4,395.24,18.76,414.0,9826.3,98.87,112.38,1.63,2.37,19.47,2.39,25.86
26.0,FATEHPUR,25357,287769,29634,668265,8034,286582,10189,453559,8961,502347,6504,429037,5775,434177,14895,1351174,5121,512100,194,19758,0,0,0,0,0,0,0,0,114664,4944768,2023,6,,-45.02,0.0,0.0,0.0,21959.08,13.1,0.0,0,0.0,0.0,21927.16,0.0,10282.77,673.45,9092.17,369.54,846.03,42.88,888.91,21306.85,97.17,620.31,21.8,5.31,17.2,2.0,46.31
27.0,FIROZABAD,18989,169282,14294,339631,6897,247768,6190,283372,5459,304425,5147,336896,5131,386444,10931,986394,3990,399000,277,28070,0,0,0,0,0,0,0,0,77305,3481282,2023,52,,-87.14,0.0,0.0,0.0,11844.98,0.0,0.0,0,0.0,0.0,11757.84,0.0,7318.99,210.12,3774.47,154.36,294.69,38.62,333.31,11791.25,100.28,-33.42,10.65,2.58,3.96,0.15,17.34
28.0,GAUTAM BUDDHA NAGAR,159,1524,206,4949,67,2340,24,1081,7,370,2,127,2,148,1,87,0,0,0,0,0,0,0,0,0,0,0,0,468,10626,2023,53,,-0.26,0.0,0.0,0.0,22.92,0.0,0.0,0,0.0,0.0,22.66,0.0,22.92,0.0,0.0,0.0,0.0,0.0,0.0,22.92,101.16,-0.26,0.02,0.0,0.0,0.0,0.02
